N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
959.0,마니커,1230.0,9.0,+0.74%,500.0,3206.0,1746.0,-70.0
960.0,부국철강,3905.0,95.0,-2.37%,500.0,2097.0,1536.0,59.0
961.0,대원화성,1889.0,77.0,-3.92%,500.0,1468.0,1309.0,-74.0
962.0,ACE 25-06 회사채(AA-이상)액티브,10320.0,10.0,-0.10%,0.0,,,
963.0,HL D&I,2050.0,10.0,-0.49%,5000.0,14721.0,16674.0,526.0
964.0,엔케이,968.0,16.0,-1.63%,500.0,767.0,1857.0,9.0
965.0,KBSTAR 미국단기투자등급회사채액티브,10745.0,75.0,+0.70%,0.0,,,
966.0,동원금속,1645.0,56.0,-3.29%,500.0,5386.0,4879.0,356.0
967.0,보락,1283.0,27.0,-2.06%,200.0,484.0,609.0,33.0
968.0,새론오토모티브,4000.0,115.0,-2.79%,500.0,1380.0,2562.0,-31.0
969.0,다스코,3950.0,85.0,-2.11%,500.0,3785.0,3461.0,115.0
970.0,히어로즈 종합채권(AA-이상)액티브,103455.0,265.0,-0.26%,0.0,,,
971.0,일성건설,1414.0,43.0,-2.95%,500.0,4626.0,4133.0,27.0
972.0,보해양조,545.0,16.0,-2.85%,500.0,909.0,1474.0,1.0
973.0,조광페인트,5910.0,200.0,-3.27%,500.0,2605.0,3861.0,-16.0
974.0,인터지스,2530.0,60.0,+2.43%,500.0,7200.0,4332.0,354.0
975.0,마이티 26-09 특수채(AAA)액티브,102925.0,45.0,-0.04%,0.0,,,
976.0,신한 인버스 2X 코스닥 150 선물 ETN,7510.0,325.0,+4.52%,0.0,,,
977.0,KODEX 미국메타버스나스닥액티브,9315.0,100.0,+1.09%,0.0,,,
978.0,SOL 국고채10년,104075.0,440.0,-0.42%,0.0,,,
979.0,KODEX 차이나CSI300,9955.0,10.0,-0.10%,0.0,,,
980.0,NH프라임리츠,4000.0,15.0,-0.37%,500.0,29.0,1002.0,25.0
981.0,미래산업,2450.0,85.0,-3.35%,500.0,562.0,1344.0,80.0
982.0,상신브레이크,3470.0,120.0,-3.34%,500.0,4890.0,5436.0,141.0
983.0,남성,2055.0,85.0,-3.97%,500.0,981.0,2712.0,25.0
984.0,TIMEFOLIO 글로벌AI인공지능액티브,14530.0,25.0,+0.17%,0.0,,,
985.0,조비,14320.0,130.0,-0.90%,5000.0,1486.0,1300.0,119.0
986.0,TIGER 미국투자등급회사채액티브(H),50555.0,335.0,-0.66%,0.0,,,
987.0,호전실업,7600.0,200.0,-2.56%,500.0,4800.0,3161.0,406.0
988.0,KODEX 미국종합채권SRI액티브(H),99445.0,345.0,-0.35%,0.0,,,
989.0,남광토건,7500.0,210.0,-2.72%,5000.0,4504.0,3459.0,111.0
990.0,까뮤이앤씨,1631.0,37.0,-2.22%,500.0,1951.0,1955.0,-159.0
991.0,명문제약,2160.0,100.0,-4.42%,500.0,1521.0,2304.0,64.0
992.0,마스턴프리미어리츠,2755.0,60.0,-2.13%,1000.0,41.0,1701.0,-55.0
993.0,SK우,128900.0,1900.0,-1.45%,200.0,,,
994.0,KODEX 한국대만IT프리미어,19575.0,355.0,-1.78%,0.0,,,
995.0,CS홀딩스,62700.0,1900.0,-2.94%,5000.0,1753.0,3641.0,156.0
996.0,TIGER 200선물레버리지,11845.0,630.0,-5.05%,0.0,,,
997.0,KODEX 은선물(H),4275.0,70.0,-1.61%,0.0,,,
998.0,화승알앤에이,3795.0,125.0,-3.19%,500.0,6579.0,4226.0,155.0
999.0,씨아이테크,1433.0,17.0,-1.17%,500.0,567.0,947.0,6.0
1000.0,TIGER AI반도체핵심공정,9375.0,15.0,-0.16%,0.0,,,
1001.0,유성기업,2750.0,60.0,-2.14%,500.0,2968.0,4270.0,67.0
1002.0,오리엔트바이오,596.0,10.0,-1.65%,500.0,288.0,811.0,15.0
1003.0,쌍방울,269.0,0.0,0.00%,500.0,1033.0,1677.0,6.0
1004.0,평화산업,1275.0,29.0,-2.22%,500.0,5199.0,2366.0,57.0
1005.0,혜인,5490.0,50.0,-0.90%,500.0,1780.0,2405.0,27.0
1006.0,서울식품,186.0,1.0,-0.53%,100.0,643.0,709.0,13.0
1007.0,영보화학,3475.0,170.0,-4.66%,500.0,830.0,1804.0,50.0
1008.0,삼화왕관,32150.0,350.0,-1.08%,5000.0,1544.0,2228.0,36.0
1009.0,HANARO 종합채권(AA-이상)액티브,106190.0,0.0,0.00%,0.0,,,
1010.0,HANARO CAPEX설비투자iSelect,10055.0,325.0,-3.13%,0.0,,,
1011.0,삼성공조,8440.0,130.0,-1.52%,500.0,957.0,3087.0,87.0
1012.0,유한양행우,57800.0,1700.0,-2.86%,1000.0,,,
1013.0,대동전자,6500.0,310.0,-4.55%,500.0,413.0,2512.0,22.0
1014.0,한익스프레스,5660.0,70.0,-1.22%,500.0,8581.0,4079.0,199.0
1015.0,한솔홈데코,843.0,12.0,-1.40%,1000.0,2834.0,3195.0,27.0
1016.0,이건산업,6200.0,200.0,-3.12%,5000.0,3293.0,4428.0,193.0
1017.0,화천기공,30750.0,400.0,-1.28%,5000.0,2441.0,4740.0,82.0
1018.0,삼화전자,4000.0,185.0,-4.42%,1000.0,483.0,687.0,-43.0
1019.0,KODEX 미국달러선물인버스2X,6295.0,115.0,-1.79%,0.0,,,
1020.0,비상교육,5200.0,170.0,-3.17%,500.0,2530.0,3092.0,35.0
1021.0,DSR,4215.0,25.0,-0.59%,500.0,3675.0,3647.0,358.0
1022.0,ARIRANG 신흥국MSCI(합성 H),8645.0,230.0,-2.59%,0.0,,,
1023.0,신한 WTI원유 선물 ETN(H),6690.0,25.0,-0.37%,0.0,,,
1024.0,천일고속,46550.0,450.0,-0.96%,5000.0,377.0,548.0,-74.0
1025.0,남양유업우,332500.0,2000.0,-0.60%,5000.0,,,
1026.0,신한 인버스 2X WTI원유 선물 ETN(H),105.0,2.0,+1.94%,0.0,,,
1027.0,TIGER 현대차그룹+펀더멘털,22765.0,625.0,-2.67%,0.0,,,
1028.0,일진디스플,1270.0,18.0,-1.40%,500.0,1243.0,1173.0,11.0
1029.0,금비,65400.0,2200.0,-3.25%,5000.0,2510.0,2963.0,59.0
1030.0,KODEX 200미국채혼합,12320.0,70.0,-0.56%,0.0,,,
1031.0,TIGER 200 중공업,3190.0,170.0,-5.06%,0.0,,,
1032.0,유니드비티플러스,6120.0,200.0,-3.16%,1000.0,292.0,2136.0,14.0
1033.0,KBSTAR 중기우량회사채,104990.0,45.0,-0.04%,0.0,,,
1034.0,신한 레버리지 은 선물 ETN(H),6485.0,225.0,-3.35%,0.0,,,
1035.0,한세엠케이,2150.0,20.0,-0.92%,500.0,2715.0,2248.0,-211.0
1036.0,ARIRANG K방산Fn,11855.0,315.0,-2.59%,0.0,,,
1037.0,미래에셋 레버리지 코스닥150 선물 ETN,32170.0,1660.0,-4.91%,0.0,,,
1038.0,KODEX 국채선물10년,65775.0,325.0,-0.49%,0.0,,,
1039.0,SG글로벌,1429.0,56.0,-3.77%,500.0,677.0,1859.0,-14.0
1040.0,WOORI 단기국공채액티브,51315.0,10.0,+0.02%,0.0,,,
1041.0,대우부품,1300.0,27.0,-2.03%,500.0,1005.0,912.0,-58.0
1042.0,하이스틸,3170.0,75.0,-2.31%,500.0,3164.0,2925.0,169.0
1043.0,한일철강,2395.0,5.0,-0.21%,500.0,2552.0,3392.0,40.0
1044.0,부산산업,60000.0,1400.0,-2.28%,5000.0,1526.0,1347.0,53.0
1045.0,세원정공,6290.0,190.0,-2.93%,500.0,1592.0,6741.0,120.0
1046.0,SK케미칼우,29650.0,350.0,-1.17%,5000.0,,,
1047.0,케이비아이동국실업,563.0,19.0,-3.26%,500.0,6142.0,5536.0,-10.0
1048.0,우성,20250.0,150.0,+0.75%,5000.0,6123.0,4020.0,-6.0
1049.0,동양피스톤,4740.0,75.0,-1.56%,500.0,3979.0,3743.0,74.0
1050.0,핸즈코퍼레이션,2850.0,45.0,+1.60%,500.0,7783.0,8626.0,-667.0
1051.0,코오롱인더우,22500.0,100.0,-0.44%,5000.0,,,
1052.0,문배철강,3030.0,20.0,-0.66%,500.0,1922.0,2069.0,30.0
1053.0,삼정펄프,24800.0,100.0,-0.40%,5000.0,1745.0,2327.0,47.0
1054.0,QV 레버리지 S&P500 ETN,30925.0,230.0,+0.75%,0.0,,,
1055.0,갤럭시아에스엠,2245.0,65.0,-2.81%,500.0,301.0,579.0,42.0
1056.0,KODEX 미국달러선물,12615.0,120.0,+0.96%,0.0,,,
1057.0,메리츠 KAP 통안채 3개월 ETN,51210.0,0.0,0.00%,0.0,,,
1058.0,한국종합기술,5600.0,200.0,-3.45%,500.0,2837.0,3327.0,54.0
1059.0,우진플라임,3065.0,60.0,-1.92%,500.0,2546.0,2852.0,226.0
1060.0,TIGER 화장품,2350.0,40.0,-1.67%,0.0,,,
1061.0,KB Wise 분할매매 ETN,10195.0,0.0,0.00%,0.0,,,
1062.0,한화솔루션우,23700.0,1950.0,-7.60%,5000.0,,,
1063.0,서원,1285.0,40.0,-3.02%,500.0,2757.0,2662.0,2.0
1064.0,히어로즈 CD금리액티브(합성),102395.0,25.0,+0.02%,0.0,,,
1065.0,GS우,34000.0,200.0,-0.58%,5000.0,,,
1066.0,TIGER 경기방어,8685.0,235.0,-2.63%,0.0,,,
1067.0,ARIRANG 미국S&P500(H),19475.0,60.0,-0.31%,0.0,,,
1068.0,사조씨푸드,3490.0,135.0,-3.72%,1000.0,2011.0,3507.0,136.0
1069.0,ACE G2전기차&자율주행액티브,7855.0,25.0,-0.32%,0.0,,,
1070.0,티에이치엔,3320.0,110.0,-3.21%,500.0,4697.0,3714.0,11.0
1071.0,SOL 미국S&P500,13275.0,70.0,+0.53%,0.0,,,
1072.0,KODEX 아시아달러채권SRI플러스액티브,53930.0,330.0,+0.62%,0.0,,,
1073.0,대림B&Co,3570.0,40.0,-1.11%,1000.0,2535.0,3376.0,15.0
1074.0,아모레G우,9230.0,80.0,-0.86%,500.0,,,
1075.0,DSR제강,4130.0,85.0,-2.02%,500.0,2617.0,2594.0,264.0
1076.0,대신 인버스 천연가스 선물 ETN(H),7420.0,155.0,+2.13%,0.0,,,
1077.0,티웨이홀딩스,531.0,12.0,-2.21%,500.0,115.0,2107.0,-19.0
1078.0,TIGER 국채3년,106460.0,160.0,-0.15%,0.0,,,
1079.0,IHQ,10760.0,0.0,0.00%,500.0,468.0,2463.0,-322.0
1080.0,삼일씨엔에스,4595.0,90.0,-1.92%,1000.0,2412.0,4114.0,-70.0
1081.0,키움 미국달러선물 ETN,11660.0,130.0,+1.13%,0.0,,,
1082.0,성보화학,2900.0,60.0,-2.03%,500.0,664.0,1708.0,19.0
1083.0,부국증권우,19330.0,60.0,-0.31%,5000.0,,,
1084.0,인디에프,770.0,13.0,-1.66%,500.0,1353.0,1197.0,-130.0
1085.0,UNICORN 생성형AI강소기업액티브,9635.0,260.0,-2.63%,0.0,,,
1086.0,에스메디,403.0,4.0,-0.98%,500.0,191.0,1899.0,-3.0
1087.0,미래에셋맵스리츠,2860.0,20.0,-0.69%,1000.0,60.0,2893.0,39.0
1088.0,에이엔피,1274.0,21.0,-1.62%,500.0,1075.0,1068.0,-107.0
1089.0,두산2우B,63800.0,1000.0,-1.54%,5000.0,,,
1090.0,메리츠 레버리지 미국채30년 ETN(H),5690.0,160.0,-2.74%,0.0,,,
1091.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),56695.0,1990.0,+3.64%,0.0,,,
1092.0,모나미,2990.0,75.0,-2.45%,1000.0,1495.0,2184.0,63.0
1093.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),56475.0,1755.0,+3.21%,0.0,,,
1094.0,영흥,556.0,6.0,-1.07%,500.0,5274.0,5357.0,42.0
1095.0,진양폴리,5620.0,240.0,-4.10%,500.0,527.0,461.0,33.0
1096.0,KB 인버스 천연가스 선물 ETN,12455.0,350.0,+2.89%,0.0,,,
1097.0,메타랩스,2240.0,15.0,+0.67%,2500.0,227.0,900.0,-20.0
1098.0,에쓰씨엔지니어링,1713.0,96.0,-5.31%,500.0,1372.0,1065.0,78.0
1099.0,HANARO e커머스,10810.0,300.0,-2.70%,0.0,,,
1100.0,KBSTAR KP달러채권액티브,52970.0,630.0,+1.20%,0.0,,,
1101.0,SJM,3520.0,0.0,0.00%,500.0,1802.0,2433.0,71.0
1102.0,세원이앤씨,1270.0,0.0,0.00%,500.0,1266.0,2827.0,18.0
1103.0,ACE 미국30년국채선물레버리지(합성 H),6965.0,180.0,-2.52%,0.0,,,
1104.0,대양금속,1441.0,186.0,+14.82%,500.0,2550.0,4009.0,137.0
1105.0,시디즈,27050.0,500.0,-1.81%,500.0,2433.0,851.0,0.0
1106.0,선도전기,3000.0,0.0,0.00%,500.0,619.0,1317.0,-169.0
1107.0,한창제지,905.0,12.0,-1.31%,500.0,2149.0,2831.0,13.0
1108.0,ACE 단기채권알파액티브,105270.0,10.0,+0.01%,0.0,,,
1109.0,KODEX 코스피TR,11985.0,295.0,-2.40%,0.0,,,
1110.0,대신 S&P 인버스 2X 천연가스 선물 ETN,52635.0,2545.0,+5.08%,0.0,,,
1111.0,히어로즈 26-09 회사채(AA-이상)액티브,51495.0,25.0,-0.05%,0.0,,,
1112.0,현대건설우,49800.0,600.0,-1.19%,5000.0,,,
1113.0,미래에셋증권우,3710.0,60.0,-1.59%,5000.0,,,
1114.0,KBSTAR 중국본토대형주CSI100,14480.0,50.0,-0.34%,0.0,,,
1115.0,KODEX 차이나H레버리지(H),1137.0,96.0,-7.79%,0.0,,,
1116.0,영화금속,968.0,12.0,-1.22%,500.0,2849.0,2207.0,-11.0
1117.0,SJM홀딩스,3455.0,105.0,-2.95%,500.0,1842.0,3282.0,82.0
1118.0,KB 레버리지 나스닥 100 ETN,17185.0,110.0,+0.64%,0.0,,,
1119.0,HANARO 32-10 국고채액티브,53530.0,235.0,-0.44%,0.0,,,
1120.0,유엔젤,3870.0,120.0,-3.01%,500.0,300.0,610.0,8.0
1121.0,롯데칠성우,65800.0,400.0,-0.60%,500.0,,,
1122.0,KBSTAR 국채선물5년추종인버스,55220.0,65.0,+0.12%,0.0,,,
1123.0,TIGER 미국S&P500레버리지(합성 H),31635.0,275.0,-0.86%,0.0,,,
1124.0,체시스,1577.0,24.0,-1.50%,500.0,605.0,843.0,28.0
1125.0,범양건영,2025.0,95.0,-4.48%,1000.0,1198.0,2151.0,-123.0
1126.0,KBSTAR 미국채30년엔화노출(합성 H),9475.0,140.0,-1.46%,0.0,,,
1127.0,미래에셋 0.5X 코스닥150 선물 ETN,10030.0,0.0,0.00%,0.0,,,
1128.0,DL이앤씨2우(전환),23700.0,850.0,-3.46%,5000.0,,,
1129.0,MH에탄올,6780.0,70.0,-1.02%,500.0,1107.0,4474.0,219.0
1130.0,미래에셋 레버리지 코스피200 선물 ETN,25005.0,1350.0,-5.12%,0.0,,,
1131.0,미래에셋 0.5X 코스피200 선물 ETN,9825.0,105.0,-1.06%,0.0,,,
1132.0,TIGER 미국나스닥100레버리지(합성),15005.0,245.0,+1.66%,0.0,,,
1133.0,TIGER 글로벌클라우드컴퓨팅INDXX,10580.0,15.0,+0.14%,0.0,,,
1134.0,하나 Solactive 2X US Tech Top 10 ETN(H),48135.0,0.0,0.00%,0.0,,,
1135.0,ACE 인도네시아MSCI(합성),10645.0,90.0,-0.84%,0.0,,,
1136.0,KB 레버리지 S&P 500 선물 ETN(H),11970.0,85.0,-0.71%,0.0,,,
1137.0,KBSTAR 미국S&P원유생산기업(합성 H),5970.0,175.0,-2.85%,0.0,,,
1138.0,국동,710.0,36.0,-4.83%,500.0,3299.0,1750.0,170.0
1139.0,진양화학,2990.0,45.0,+1.53%,500.0,291.0,446.0,-11.0
1140.0,에셋플러스 글로벌플랫폼액티브,7605.0,25.0,+0.33%,0.0,,,
1141.0,한국전자홀딩스,1004.0,22.0,-2.14%,500.0,3240.0,4691.0,300.0
1142.0,KODEX Fn시스템반도체,9155.0,105.0,-1.13%,0.0,,,
1143.0,신한 레버리지 S&P500 선물 ETN,23305.0,80.0,+0.34%,0.0,,,
1144.0,계양전기,1705.0,26.0,-1.50%,500.0,3651.0,2976.0,-106.0
1145.0,평화홀딩스,3150.0,50.0,-1.56%,500.0,7402.0,5584.0,36.0
1146.0,케이탑리츠,947.0,21.0,-2.17%,1000.0,216.0,2702.0,175.0
1147.0,삼성 미국 대형 성장주 ETN,22435.0,350.0,+1.58%,0.0,,,
1148.0,TIGER 인터넷TOP10,3875.0,135.0,-3.37%,0.0,,,
1149.0,ACE 삼성그룹섹터가중,13970.0,375.0,-2.61%,0.0,,,
1150.0,TIGER 코스닥150 레버리지,11145.0,505.0,-4.33%,0.0,,,
1151.0,윌비스,662.0,25.0,-3.64%,1000.0,2549.0,2704.0,2.0
1152.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,17750.0,375.0,+2.16%,0.0,,,
1153.0,한화투자증권우,9240.0,450.0,-4.64%,5000.0,,,
1154.0,KODEX 유럽탄소배출권선물ICE(H),9760.0,240.0,-2.40%,0.0,,,
1155.0,ACE 엔비디아채권혼합블룸버그,15720.0,205.0,+1.32%,0.0,,,
1156.0,TIMEFOLIO Kstock액티브,8360.0,220.0,-2.56%,0.0,,,
1157.0,신풍제약우,19650.0,180.0,-0.91%,500.0,,,
1158.0,KODEX 인도Nifty50레버리지(합성),14395.0,350.0,-2.37%,0.0,,,
1159.0,TIGER 미국나스닥바이오,21805.0,20.0,-0.09%,0.0,,,
1160.0,대림통상,2820.0,0.0,0.00%,1000.0,1741.0,1718.0,70.0
1161.0,신세계건설,10710.0,480.0,-4.29%,5000.0,14324.0,10356.0,-120.0
1162.0,KODEX Fn웹툰&드라마,4280.0,135.0,-3.06%,0.0,,,
1163.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),8565.0,25.0,-0.29%,0.0,,,
1164.0,KBSTAR 금융채액티브,101490.0,100.0,-0.10%,0.0,,,
1165.0,형지엘리트,1345.0,32.0,-2.32%,500.0,945.0,1251.0,25.0
1166.0,미래에셋 홍콩H 선물 ETN(H),8370.0,310.0,-3.57%,0.0,,,
1167.0,HANARO 글로벌럭셔리S&P(합성),17705.0,55.0,+0.31%,0.0,,,
1168.0,DL우,24750.0,550.0,-2.17%,5000.0,,,
1169.0,우진아이엔에스,5460.0,110.0,-1.97%,500.0,840.0,1116.0,-56.0
1170.0,원림,18050.0,250.0,-1.37%,5000.0,819.0,1699.0,34.0
1171.0,KODEX 차이나2차전지MSCI(합성),5250.0,50.0,-0.94%,0.0,,,
1172.0,파워 200,33155.0,805.0,-2.37%,0.0,,,
1173.0,대한방직,7800.0,40.0,-0.51%,1000.0,1915.0,2106.0,-39.0
1174.0,KOSEF 통안채1년,102710.0,0.0,0.00%,0.0,,,
1175.0,한투 코스피 양매도 3% OTM ETN,8195.0,0.0,0.00%,0.0,,,
1176.0,TIGER 레버리지,15140.0,760.0,-4.78%,0.0,,,
1177.0,KODEX 미국채10년선물,11335.0,50.0,+0.44%,0.0,,,
1178.0,KBSTAR Fn컨택트대표,6620.0,125.0,-1.85%,0.0,,,
1179.0,KBSTAR 2차전지TOP10,14435.0,565.0,-3.77%,0.0,,,
1180.0,이화산업,14500.0,100.0,-0.68%,5000.0,586.0,2685.0,-9.0
1181.0,신한 레버리지 금 선물 ETN,20235.0,435.0,-2.10%,0.0,,,
1182.0,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,3675.0,255.0,-6.49%,0.0,,,
1183.0,SK디스커버리우,29500.0,650.0,-2.16%,5000.0,,,
1184.0,HANARO Fn K-뉴딜디지털플러스,8245.0,320.0,-3.74%,0.0,,,
1185.0,TIGER 인버스,5255.0,120.0,+2.34%,0.0,,,
1186.0,경인전자,25300.0,2800.0,-9.96%,5000.0,201.0,684.0,1.0
1187.0,국보,3150.0,0.0,0.00%,5000.0,1023.0,1100.0,-140.0
1188.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),15845.0,165.0,+1.05%,0.0,,,
1189.0,유화증권우,2260.0,60.0,-2.59%,1000.0,,,
1190.0,삼성 미국 대형 가치주 ETN,19675.0,0.0,0.00%,0.0,,,
1191.0,키움 코스피 200 TR ETN,9820.0,30.0,+0.31%,0.0,,,
1192.0,DL이앤씨우,18570.0,360.0,-1.90%,5000.0,,,
1193.0,세우글로벌,1367.0,10.0,-0.73%,500.0,281.0,499.0,16.0
1194.0,SUN&L,3100.0,70.0,-2.21%,1000.0,5067.0,5244.0,-177.0
1195.0,KODEX K-신재생에너지액티브,12990.0,560.0,-4.13%,0.0,,,
1196.0,TIGER 차이나바이오테크SOLACTIVE,5930.0,130.0,-2.15%,0.0,,,
1197.0,신한 S&P500 VIX S/T 선물 ETN D,6480.0,175.0,+2.78%,0.0,,,
1198.0,KODEX 증권,6215.0,80.0,-1.27%,0.0,,,
1199.0,동일제강,1896.0,26.0,-1.35%,500.0,1968.0,1797.0,25.0
1200.0,WISCOM,2510.0,30.0,-1.18%,500.0,1257.0,1285.0,7.0
1201.0,ACE 포스코그룹포커스,7910.0,245.0,-3.00%,0.0,,,
1202.0,QV S&P500 버퍼10% 9월 ETN,12765.0,0.0,0.00%,0.0,,,
1203.0,삼성 미국 대형 성장주 ETN(H),19145.0,0.0,0.00%,0.0,,,
1204.0,부산주공,486.0,0.0,0.00%,500.0,2305.0,2326.0,-65.0
1205.0,KODEX 삼성전자채권혼합Wise,10905.0,110.0,-1.00%,0.0,,,
1206.0,신한 레버리지 다우존스지수 선물 ETN(H),38015.0,425.0,-1.11%,0.0,,,
1207.0,KODEX 200IT TR,11410.0,315.0,-2.69%,0.0,,,
1208.0,KODEX 미국배당프리미엄액티브,10295.0,60.0,+0.59%,0.0,,,
1209.0,TIGER 글로벌BBIG액티브,12675.0,90.0,+0.72%,0.0,,,
1210.0,태원물산,4850.0,10.0,+0.21%,500.0,110.0,349.0,-5.0
1211.0,대유에이텍,951.0,11.0,-1.14%,500.0,14040.0,13752.0,-320.0
1212.0,TIGER 미국S&P500배당귀족,10790.0,35.0,+0.33%,0.0,,,
1213.0,TIGER 차이나HSCEI,7410.0,160.0,-2.11%,0.0,,,
1214.0,TIGER 차이나전기차레버리지(합성),4460.0,110.0,-2.41%,0.0,,,
1215.0,하이트론,1322.0,20.0,-1.49%,500.0,79.0,69.0,-98.0
1216.0,KODEX 차이나H,13035.0,350.0,-2.61%,0.0,,,
1217.0,TIGER 미국배당+3%프리미엄다우존스,10570.0,15.0,+0.14%,0.0,,,
1218.0,비비안,1223.0,17.0,-1.37%,500.0,2131.0,2011.0,57.0
1219.0,동양고속,12550.0,130.0,-1.03%,5000.0,1044.0,1655.0,-112.0
1220.0,TIGER 인도니프티50레버리지(합성),35480.0,865.0,-2.38%,0.0,,,
1221.0,TIGER 미국나스닥100TR채권혼합Fn,11475.0,5.0,+0.04%,0.0,,,
1222.0,한성기업,5820.0,250.0,-4.12%,5000.0,2922.0,2349.0,71.0
1223.0,KODEX 200롱코스닥150숏선물,8365.0,25.0,-0.30%,0.0,,,
1224.0,TBH글로벌,1720.0,20.0,-1.15%,500.0,2031.0,1123.0,20.0
1225.0,전방,21200.0,250.0,-1.17%,5000.0,1249.0,3048.0,-350.0
1226.0,한투 블룸버그 인버스 2X WTI원유 선물 ETN,17805.0,395.0,+2.27%,0.0,,,
1227.0,세기상사,6400.0,110.0,-1.69%,500.0,337.0,516.0,-8.0
1228.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,35515.0,335.0,+0.95%,0.0,,,
1229.0,ACE 중장기국공채액티브,101210.0,70.0,-0.07%,0.0,,,
1230.0,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,35160.0,0.0,0.00%,0.0,,,
1231.0,호텔신라우,46650.0,650.0,-1.37%,5000.0,,,
1232.0,SOL 200 Top10,7895.0,235.0,-2.89%,0.0,,,
1233.0,KB 블룸버그 레버리지 천연가스 선물 ETN,13825.0,385.0,-2.71%,0.0,,,
1234.0,KBSTAR 고배당,11910.0,165.0,-1.37%,0.0,,,
1235.0,KODEX WTI원유선물인버스(H),4745.0,30.0,+0.64%,0.0,,,
1236.0,이스타코,805.0,8.0,-0.98%,500.0,76.0,798.0,-32.0
1237.0,성문전자,1530.0,80.0,-4.97%,500.0,500.0,572.0,25.0
1238.0,TIGER 유로스탁스50(합성 H),15510.0,120.0,-0.77%,0.0,,,
1239.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),34015.0,0.0,0.00%,0.0,,,
1240.0,참엔지니어링,399.0,1.0,-0.25%,500.0,1706.0,7397.0,13.0
1241.0,삼성 미국 대형 가치주 ETN(H),16875.0,125.0,-0.74%,0.0,,,
1242.0,ACE 200TR,21070.0,495.0,-2.30%,0.0,,,
1243.0,TIGER 200 헬스케어,17740.0,715.0,-3.87%,0.0,,,
1244.0,KODEX 미국달러선물인버스,8425.0,90.0,-1.06%,0.0,,,
1245.0,신한 구리 선물 ETN(H),16845.0,60.0,+0.36%,0.0,,,
1246.0,주연테크,567.0,7.0,-1.22%,200.0,667.0,532.0,-63.0
1247.0,KR모터스,347.0,2.0,-0.57%,500.0,1171.0,1492.0,-62.0
1248.0,미래아이앤지,1195.0,51.0,-4.09%,500.0,128.0,975.0,31.0
1249.0,TIGER S&P글로벌헬스케어(합성),21610.0,120.0,+0.56%,0.0,,,
1250.0,KOSEF 미국달러선물,14390.0,140.0,+0.98%,0.0,,,
1251.0,SOL 미국TOP5채권혼합40 Solactive,11735.0,25.0,+0.21%,0.0,,,
1252.0,한투 인버스 2X 나스닥 100 ETN,1094.0,18.0,+1.67%,0.0,,,
1253.0,동원수산,7040.0,160.0,-2.22%,5000.0,1770.0,1218.0,58.0
1254.0,KODEX 미국달러선물레버리지,13545.0,250.0,+1.88%,0.0,,,
1255.0,하나 Solactive US Tech Top 10 ETN(H),16320.0,0.0,0.00%,0.0,,,
1256.0,HANARO 200선물레버리지,17170.0,880.0,-4.88%,0.0,,,
1257.0,한투 레버리지 코스닥150선물 ETN,32570.0,1360.0,-4.01%,0.0,,,
1258.0,KBSTAR 중국본토CSI300,8330.0,5.0,+0.06%,0.0,,,
1259.0,대신 레버리지 코스닥 150 선물 ETN,32380.0,1595.0,-4.69%,0.0,,,
1260.0,하나 레버리지 코스닥150 선물 ETN,32330.0,1590.0,-4.69%,0.0,,,
1261.0,삼성 레버리지 은 선물 ETN(H),10770.0,380.0,-3.41%,0.0,,,
1262.0,에넥스,538.0,14.0,-2.54%,500.0,2060.0,1281.0,-235.0
1263.0,삼성 레버리지 금 선물 ETN(H),32250.0,1030.0,-3.09%,0.0,,,
1264.0,삼성 레버리지 코스닥150 선물 ETN,32160.0,1605.0,-4.75%,0.0,,,
1265.0,KODEX 미국러셀2000(H),11860.0,180.0,-1.50%,0.0,,,
1266.0,유안타증권우,2475.0,45.0,-1.79%,5000.0,,,
1267.0,카프로,796.0,14.0,-1.73%,500.0,4272.0,3022.0,-1223.0
1268.0,ARIRANG 미국장기우량회사채,90235.0,15.0,-0.02%,0.0,,,
1269.0,KODEX IT,17545.0,350.0,-1.96%,0.0,,,
1270.0,KODEX K-친환경선박액티브,10650.0,40.0,-0.37%,0.0,,,
1271.0,대교우B,1615.0,42.0,-2.53%,500.0,,,
1272.0,화인베스틸,1048.0,82.0,-7.26%,500.0,1396.0,1796.0,7.0
1273.0,KODEX 200ESG,11875.0,330.0,-2.70%,0.0,,,
1274.0,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,10290.0,15.0,+0.15%,0.0,,,
1275.0,KODEX TDF2050액티브,11870.0,15.0,-0.13%,0.0,,,
1276.0,메리츠 KAP 통안채 6개월 ETN,51200.0,0.0,0.00%,0.0,,,
1277.0,TIGER 골드선물(H),13605.0,200.0,-1.45%,0.0,,,
